Tiempo, Distancia, Error, Control
13321,5.46,24.54,95.12
13333,5.86,24.14,95.12
13345,5.44,24.56,95.12
13357,5.46,24.54,95.12
13369,5.46,24.54,95.12
13381,5.46,24.54,95.12
13393,5.46,24.54,95.12
13405,5.46,24.54,95.12
13417,5.46,24.54,95.12
13429,5.46,24.54,95.12
13441,5.93,24.07,95.12
13453,5.52,24.48,94.79
13465,5.52,24.48,94.79
13477,5.52,24.48,94.79
13489,5.85,24.15,94.79
13501,5.51,24.49,94.79
13513,5.51,24.49,94.79
13525,5.10,24.90,94.79
13537,5.51,24.49,94.79
13549,5.51,24.49,94.79
13561,5.92,24.08,93.28
13573,5.51,24.49,93.28
13585,5.51,24.49,93.28
13597,5.51,24.49,93.28
13609,5.51,24.49,93.28
13621,5.86,24.14,93.28
13633,5.44,24.56,93.28
13645,5.86,24.14,93.28
13657,5.03,24.97,93.28
13669,5.46,24.54,95.06
13681,5.46,24.54,95.06
13693,5.39,24.61,95.06
13705,5.81,24.19,95.06
13717,4.89,25.11,95.06
13729,5.27,24.73,95.06
13741,5.27,24.73,95.06
13753,5.27,24.73,95.06
13765,5.68,24.32,95.06
13777,5.24,24.76,95.91
13789,4.79,25.21,95.91
13801,5.22,24.78,95.91
13813,5.22,24.78,95.91
13825,5.22,24.78,95.91
13837,6.10,23.90,95.91
13849,5.27,24.73,95.91
13861,5.27,24.73,95.91
13873,4.86,25.14,95.91
13885,5.27,24.73,95.78
13897,5.75,24.25,95.78
13909,5.32,24.68,95.78
13921,4.91,25.09,95.78
13933,4.91,25.09,95.78
13945,4.91,25.09,95.78
13957,4.91,25.09,95.78
13969,4.96,25.04,95.78
13981,5.39,24.61,95.78
13993,5.44,24.56,95.12
14005,5.46,24.54,95.12
14017,5.46,24.54,95.12
14029,5.44,24.56,95.12
14041,5.46,24.54,95.12
14053,5.51,24.49,95.12
14065,5.92,24.08,95.12
14077,5.51,24.49,95.12
14089,5.51,24.49,95.12
14101,5.51,24.49,94.86
14113,5.51,24.49,94.86
14125,5.51,24.49,94.86
14137,5.98,24.02,94.86
14149,5.98,24.02,94.86
14161,5.58,24.42,94.86
14173,5.92,24.08,94.86
14185,6.39,23.61,94.86
14197,5.51,24.49,94.86
14209,5.51,24.49,94.86
14221,5.51,24.49,94.86
14233,5.44,24.56,94.86
14245,5.44,24.56,94.86
14257,5.80,24.20,94.86
14269,5.86,24.14,94.86
14281,4.98,25.02,94.86
14293,5.39,24.61,94.86
14305,5.34,24.66,94.86
14317,4.91,25.09,97.17
14329,5.27,24.73,97.17
14341,5.69,24.31,97.17
14353,5.22,24.78,97.17
14365,5.15,24.85,97.17
14377,5.10,24.90,97.17
14389,5.03,24.97,97.17
14401,5.46,24.54,97.17
14413,4.98,25.02,97.17
14425,4.91,25.09,97.17
14437,4.91,25.09,97.17
14449,5.39,24.61,97.17
14461,4.98,25.02,97.17
14473,4.98,25.02,97.17
14485,4.98,25.02,97.17
14497,4.55,25.45,97.17
14509,4.98,25.02,97.17
14521,5.03,24.97,97.17
14533,5.03,24.97,96.70
14545,5.51,24.49,96.70
14557,5.10,24.90,96.70
14569,5.17,24.83,96.70
14581,5.63,24.37,96.70
14593,5.22,24.78,96.70
14605,4.86,25.14,96.70
14617,5.27,24.73,96.70
14629,5.27,24.73,96.70
14641,5.32,24.68,95.58
14653,4.91,25.09,95.58
14665,5.34,24.66,95.58
14677,5.39,24.61,95.58
14689,4.98,25.02,95.58
14701,5.86,24.14,95.58
14713,5.13,24.87,95.58
14725,5.46,24.54,95.58
14737,5.86,24.14,95.58
14749,5.92,24.08,93.28
14761,5.51,24.49,93.28
14773,5.51,24.49,93.28
14785,5.51,24.49,93.28
14797,5.51,24.49,93.28
14809,5.51,24.49,93.28
14821,5.51,24.49,93.28
14833,5.51,24.49,93.28
14845,5.93,24.07,93.28
14857,5.93,24.07,93.21
14869,5.51,24.49,93.21
14881,5.52,24.48,93.21
14893,5.46,24.54,93.21
14905,5.93,24.07,93.21
14917,5.93,24.07,93.21
14929,5.46,24.54,93.21
14941,5.86,24.14,93.21
14953,5.46,24.54,93.21
14965,5.03,24.97,96.70
14977,5.39,24.61,96.70
14989,5.39,24.61,96.70
15001,5.81,24.19,96.70
15013,5.34,24.66,96.70
15025,4.93,25.07,96.70
15037,5.34,24.66,96.70
15049,5.29,24.71,96.70
15061,5.29,24.71,96.70
15073,5.27,24.73,95.78
15085,5.27,24.73,95.78
15097,5.27,24.73,95.78
15109,5.29,24.71,95.78
15121,5.27,24.73,95.78
15133,4.86,25.14,95.78
15145,4.86,25.14,95.78
15157,5.27,24.73,95.78
15169,4.86,25.14,95.78
15181,4.93,25.07,97.10
15193,4.93,25.07,97.10
15205,5.41,24.59,97.10
15217,5.39,24.61,97.10
15229,5.41,24.59,97.10
15241,5.46,24.54,97.10
15253,5.86,24.14,97.10
15265,5.46,24.54,97.10
15277,5.41,24.59,97.10
15289,4.98,25.02,96.90
15301,5.86,24.14,96.90
15313,5.46,24.54,96.90
15325,5.46,24.54,96.90
15337,5.46,24.54,96.90
15349,5.46,24.54,96.90
15361,6.34,23.66,96.90
15373,5.44,24.56,96.90
15385,5.44,24.56,96.90
15397,5.46,24.54,95.06
15409,5.46,24.54,95.06
15421,5.51,24.49,95.06
15433,5.51,24.49,95.06
15445,5.92,24.08,95.06
15457,5.51,24.49,95.06
15469,5.51,24.49,95.06
15481,5.51,24.49,95.06
15493,5.51,24.49,95.06
15505,5.51,24.49,94.86
15517,5.51,24.49,94.86
15529,5.98,24.02,94.86
15541,5.97,24.03,94.86
15553,5.92,24.08,94.86
15565,5.51,24.49,94.86
15577,5.51,24.49,94.86
15589,5.51,24.49,94.86
15601,5.51,24.49,94.86
15613,5.51,24.49,94.86
15625,5.51,24.49,94.86
15637,5.93,24.07,94.86
15649,5.51,24.49,94.86
15661,5.51,24.49,94.86
15673,5.92,24.08,94.86
15685,5.51,24.49,94.86
15697,5.46,24.54,94.86
15709,5.46,24.54,94.86
15721,5.44,24.56,95.12
15733,5.46,24.54,95.12
15745,5.46,24.54,95.12
15757,5.39,24.61,95.12
15769,5.80,24.20,95.12
15781,5.39,24.61,95.12
15793,5.22,24.78,95.12
15805,5.34,24.66,95.12
15817,5.32,24.68,95.12
15829,5.27,24.73,95.78
15841,4.86,25.14,95.78
15853,5.68,24.32,95.78
15865,5.20,24.80,95.78
15877,5.22,24.78,95.78
15889,4.79,25.21,95.78
15901,5.22,24.78,95.78
15913,5.22,24.78,95.78
15925,5.63,24.37,95.78
15937,4.79,25.21,97.63
15949,5.63,24.37,97.63
15961,5.22,24.78,97.63
15973,5.22,24.78,97.63
15985,5.27,24.73,97.63
15997,5.27,24.73,97.63
16009,5.27,24.73,97.63
16021,4.86,25.14,97.63
16033,5.29,24.71,97.63
16045,5.34,24.66,95.52
16057,5.75,24.25,95.52
16069,5.34,24.66,95.52
16081,5.32,24.68,95.52
16093,4.91,25.09,95.52
16105,5.34,24.66,95.52
16117,5.34,24.66,95.52
16129,5.34,24.66,95.52
16141,5.41,24.59,95.52
16153,5.39,24.61,95.32
16165,5.81,24.19,95.32
16177,5.05,24.95,95.32
16189,5.93,24.07,95.32
16201,5.51,24.49,95.32
16213,5.51,24.49,95.32
16225,5.51,24.49,95.32
16237,5.51,24.49,95.32
16249,6.39,23.61,95.32
16261,5.98,24.02,93.02
16273,5.58,24.42,93.02
16285,5.56,24.44,93.02
16297,5.56,24.44,93.02
16309,5.98,24.02,93.02
16321,5.56,24.44,93.02
16333,5.15,24.85,93.02
16345,5.58,24.42,93.02
16357,5.15,24.85,93.02
16369,5.56,24.44,94.66
16381,5.98,24.02,94.66
16393,5.98,24.02,94.66
16405,5.51,24.49,94.66
16417,5.44,24.56,94.66
16429,5.46,24.54,94.66
16441,5.44,24.56,94.66
16453,5.86,24.14,94.66
16465,5.39,24.61,94.66
16477,5.34,24.66,95.52
16489,5.34,24.66,95.52
16501,5.75,24.25,95.52
16513,4.84,25.16,95.52
16525,5.22,24.78,95.52
16537,5.15,24.85,95.52
16549,5.10,24.90,95.52
16561,5.51,24.49,95.52
16573,5.03,24.97,95.52
16585,5.46,24.54,95.06
16597,4.98,25.02,95.06
16609,4.98,25.02,95.06
16621,4.98,25.02,95.06
16633,4.98,25.02,95.06
16645,5.41,24.59,95.06
16657,5.39,24.61,95.06
16669,4.98,25.02,95.06
16681,5.03,24.97,95.06
16693,5.03,24.97,96.70
