Tiempo, Distancia, Error, setPoint, Control
9805,2.96,47.04,50.00,93.24
9817,2.96,47.04,50.00,93.24
9829,2.96,47.04,50.00,93.24
9841,3.03,46.97,50.00,93.24
9853,3.03,46.97,50.00,93.24
9865,3.03,46.97,50.00,93.24
9877,3.03,46.97,50.00,93.24
9889,3.08,46.92,50.00,93.85
9901,3.08,46.92,50.00,93.85
9913,3.09,46.91,50.00,93.85
9925,3.09,46.91,50.00,93.85
9937,2.67,47.33,50.00,93.85
9949,2.67,47.33,50.00,93.85
9961,3.09,46.91,50.00,93.85
9973,2.67,47.33,50.00,93.85
9985,2.68,47.32,50.00,93.85
9997,3.09,46.91,50.00,93.81
10009,3.09,46.91,50.00,93.81
10021,2.67,47.33,50.00,93.81
10033,3.09,46.91,50.00,93.81
10045,3.14,46.86,50.00,93.81
10057,3.08,46.92,50.00,93.81
10069,3.09,46.91,50.00,93.81
10081,3.09,46.91,50.00,93.81
10093,3.09,46.91,50.00,93.81
10105,3.09,46.91,50.00,93.81
10117,2.67,47.33,50.00,93.81
10129,2.67,47.33,50.00,93.81
10141,3.09,46.91,50.00,93.81
10153,3.09,46.91,50.00,93.81
10165,2.62,47.38,50.00,93.81
10177,2.62,47.38,50.00,93.81
10189,3.03,46.97,50.00,93.81
10201,2.96,47.04,50.00,93.81
10213,2.96,47.04,50.00,94.09
10225,2.96,47.04,50.00,94.09
10237,2.91,47.09,50.00,94.09
10249,2.91,47.09,50.00,94.09
10261,2.91,47.09,50.00,94.09
10273,3.31,46.69,50.00,94.09
10285,2.84,47.16,50.00,94.09
10297,2.84,47.16,50.00,94.09
10309,2.84,47.16,50.00,94.09
10321,2.79,47.21,50.00,94.43
10333,2.36,47.64,50.00,94.43
10345,2.36,47.64,50.00,94.43
10357,2.38,47.62,50.00,94.43
10369,2.38,47.62,50.00,94.43
10381,2.79,47.21,50.00,94.43
10393,2.36,47.64,50.00,94.43
10405,2.36,47.64,50.00,94.43
10417,2.38,47.62,50.00,94.43
10429,2.38,47.62,50.00,95.24
10441,2.79,47.21,50.00,95.24
10453,2.79,47.21,50.00,95.24
10465,2.79,47.21,50.00,95.24
10477,2.36,47.64,50.00,95.24
10489,2.38,47.62,50.00,95.24
10501,2.38,47.62,50.00,95.24
10513,2.84,47.16,50.00,95.24
10525,2.84,47.16,50.00,95.24
10537,2.84,47.16,50.00,94.32
10549,2.43,47.57,50.00,94.32
10561,2.43,47.57,50.00,94.32
10573,2.86,47.14,50.00,94.32
10585,2.91,47.09,50.00,94.32
10597,2.91,47.09,50.00,94.32
10609,2.91,47.09,50.00,94.32
10621,2.96,47.04,50.00,94.32
10633,2.96,47.04,50.00,94.32
10645,2.97,47.03,50.00,94.05
10657,3.38,46.62,50.00,94.05
10669,2.96,47.04,50.00,94.05
10681,2.91,47.09,50.00,94.05
10693,2.96,47.04,50.00,94.05
10705,2.91,47.09,50.00,94.05
10717,2.96,47.04,50.00,94.05
10729,2.91,47.09,50.00,94.05
10741,2.91,47.09,50.00,94.05
10753,2.91,47.09,50.00,94.19
10765,2.91,47.09,50.00,94.19
10777,2.91,47.09,50.00,94.19
10789,2.91,47.09,50.00,94.19
10801,2.50,47.50,50.00,94.19
10813,2.91,47.09,50.00,94.19
10825,2.91,47.09,50.00,94.19
10837,2.84,47.16,50.00,94.19
10849,2.84,47.16,50.00,94.19
10861,2.43,47.57,50.00,95.14
10873,2.84,47.16,50.00,95.14
10885,2.84,47.16,50.00,95.14
10897,3.26,46.74,50.00,95.14
10909,2.84,47.16,50.00,95.14
10921,2.84,47.16,50.00,95.14
10933,2.36,47.64,50.00,95.14
10945,2.79,47.21,50.00,95.14
10957,2.79,47.21,50.00,95.14
10969,2.84,47.16,50.00,94.32
10981,2.84,47.16,50.00,94.32
10993,2.84,47.16,50.00,94.32
11005,2.84,47.16,50.00,94.32
11017,2.84,47.16,50.00,94.32
11029,2.84,47.16,50.00,94.32
11041,2.91,47.09,50.00,94.32
11053,2.91,47.09,50.00,94.32
11065,2.91,47.09,50.00,94.32
11077,2.91,47.09,50.00,94.19
11089,3.38,46.62,50.00,94.19
11101,2.91,47.09,50.00,94.19
11113,2.91,47.09,50.00,94.19
11125,2.96,47.04,50.00,94.19
11137,2.96,47.04,50.00,94.19
11149,2.96,47.04,50.00,94.19
11161,2.96,47.04,50.00,94.19
11173,2.48,47.52,50.00,94.19
11185,2.91,47.09,50.00,94.19
11197,2.91,47.09,50.00,94.19
11209,2.91,47.09,50.00,94.19
11221,2.91,47.09,50.00,94.19
11233,2.91,47.09,50.00,94.19
11245,2.91,47.09,50.00,94.19
11257,2.91,47.09,50.00,94.19
11269,2.91,47.09,50.00,94.19
11281,2.91,47.09,50.00,94.19
11293,2.91,47.09,50.00,94.19
11305,2.91,47.09,50.00,94.19
11317,2.91,47.09,50.00,94.19
11329,3.31,46.69,50.00,94.19
11341,2.91,47.09,50.00,94.19
11353,2.84,47.16,50.00,94.19
11365,2.86,47.14,50.00,94.19
11377,2.91,47.09,50.00,94.19
11389,2.91,47.09,50.00,94.19
11401,2.91,47.09,50.00,94.19
11413,3.31,46.69,50.00,94.19
11425,2.84,47.16,50.00,94.19
11437,2.43,47.57,50.00,94.19
11449,2.84,47.16,50.00,94.19
11461,3.31,46.69,50.00,94.19
11473,2.43,47.57,50.00,94.19
11485,2.91,47.09,50.00,94.19
11497,2.86,47.14,50.00,94.19
11509,2.86,47.14,50.00,94.29
11521,2.91,47.09,50.00,94.29
11533,2.84,47.16,50.00,94.29
11545,2.43,47.57,50.00,94.29
11557,3.31,46.69,50.00,94.29
11569,2.84,47.16,50.00,94.29
11581,2.91,47.09,50.00,94.29
11593,2.84,47.16,50.00,94.29
11605,2.84,47.16,50.00,94.29
11617,2.43,47.57,50.00,95.14
11629,3.31,46.69,50.00,95.14
11641,2.84,47.16,50.00,95.14
11653,2.84,47.16,50.00,95.14
11665,2.84,47.16,50.00,95.14
11677,2.84,47.16,50.00,95.14
11689,2.91,47.09,50.00,95.14
11701,2.84,47.16,50.00,95.14
11713,3.33,46.67,50.00,95.14
11725,2.50,47.50,50.00,95.00
11737,2.97,47.03,50.00,95.00
11749,3.38,46.62,50.00,95.00
11761,2.97,47.03,50.00,95.00
11773,2.97,47.03,50.00,95.00
11785,3.03,46.97,50.00,95.00
11797,3.03,46.97,50.00,95.00
11809,3.03,46.97,50.00,95.00
11821,3.09,46.91,50.00,95.00
11833,2.67,47.33,50.00,94.66
11845,2.72,47.28,50.00,94.66
11857,3.20,46.80,50.00,94.66
11869,3.20,46.80,50.00,94.66
11881,3.67,46.33,50.00,94.66
11893,2.86,47.14,50.00,94.66
11905,3.31,46.69,50.00,94.66
11917,3.31,46.69,50.00,94.66
11929,3.38,46.62,50.00,94.66
11941,3.38,46.62,50.00,93.24
11953,3.38,46.62,50.00,93.24
11965,3.79,46.21,50.00,93.24
11977,3.45,46.55,50.00,93.24
11989,3.38,46.62,50.00,93.24
12001,3.45,46.55,50.00,93.24
12013,3.38,46.62,50.00,93.24
12025,3.38,46.62,50.00,93.24
12037,3.38,46.62,50.00,93.24
12049,3.38,46.62,50.00,93.24
12061,3.38,46.62,50.00,93.24
12073,3.38,46.62,50.00,93.24
12085,3.38,46.62,50.00,93.24
12097,3.38,46.62,50.00,93.24
12109,3.31,46.69,50.00,93.24
12121,3.31,46.69,50.00,93.24
12133,3.31,46.69,50.00,93.24
12145,3.72,46.28,50.00,93.24
12157,3.31,46.69,50.00,93.37
12169,3.72,46.28,50.00,93.37
12181,2.84,47.16,50.00,93.37
12193,3.25,46.75,50.00,93.37
12205,3.26,46.74,50.00,93.37
12217,3.26,46.74,50.00,93.37
12229,3.26,46.74,50.00,93.37
12241,3.67,46.33,50.00,93.37
12253,3.26,46.74,50.00,93.37
12265,2.79,47.21,50.00,94.43
12277,2.79,47.21,50.00,94.43
12289,3.20,46.80,50.00,94.43
12301,2.79,47.21,50.00,94.43
12313,3.20,46.80,50.00,94.43
12325,2.79,47.21,50.00,94.43
12337,2.72,47.28,50.00,94.43
12349,3.14,46.86,50.00,94.43
12361,3.55,46.45,50.00,94.43
12373,3.09,46.91,50.00,93.81
12385,3.14,46.86,50.00,93.81
12397,3.08,46.92,50.00,93.81
12409,2.67,47.33,50.00,93.81
12421,2.67,47.33,50.00,93.81
12433,3.08,46.92,50.00,93.81
12445,2.67,47.33,50.00,93.81
12457,3.08,46.92,50.00,93.81
12469,3.08,46.92,50.00,93.81
12481,2.67,47.33,50.00,94.66
12493,3.08,46.92,50.00,94.66
12505,3.08,46.92,50.00,94.66
12517,2.67,47.33,50.00,94.66
12529,3.08,46.92,50.00,94.66
12541,3.08,46.92,50.00,94.66
12553,3.08,46.92,50.00,94.66
12565,3.08,46.92,50.00,94.66
12577,3.09,46.91,50.00,94.66
12589,3.09,46.91,50.00,93.81
12601,2.67,47.33,50.00,93.81
12613,3.09,46.91,50.00,93.81
12625,3.09,46.91,50.00,93.81
12637,2.62,47.38,50.00,93.81
12649,3.03,46.97,50.00,93.81
12661,2.62,47.38,50.00,93.81
12673,2.62,47.38,50.00,93.81
12685,3.03,46.97,50.00,93.81
12697,3.03,46.97,50.00,93.95
12709,3.03,46.97,50.00,93.95
12721,3.43,46.57,50.00,93.95
12733,2.96,47.04,50.00,93.95
12745,2.55,47.45,50.00,93.95
12757,2.55,47.45,50.00,93.95
12769,2.55,47.45,50.00,93.95
12781,2.97,47.03,50.00,93.95
12793,2.55,47.45,50.00,93.95
12805,2.84,47.16,50.00,94.32
12817,3.38,46.62,50.00,94.32
12829,3.38,46.62,50.00,94.32
12841,2.91,47.09,50.00,94.32
12853,2.91,47.09,50.00,94.32
12865,3.31,46.69,50.00,94.32
12877,2.91,47.09,50.00,94.32
12889,2.50,47.50,50.00,94.32
12901,2.91,47.09,50.00,94.32
12913,2.91,47.09,50.00,94.19
12925,2.48,47.52,50.00,94.19
12937,2.91,47.09,50.00,94.19
12949,2.91,47.09,50.00,94.19
12961,2.91,47.09,50.00,94.19
12973,2.91,47.09,50.00,94.19
12985,2.91,47.09,50.00,94.19
12997,2.91,47.09,50.00,94.19
13009,2.91,47.09,50.00,94.19
13021,2.91,47.09,50.00,94.19
13033,2.91,47.09,50.00,94.19
13045,2.91,47.09,50.00,94.19
13057,2.91,47.09,50.00,94.19
13069,2.84,47.16,50.00,94.19
13081,2.43,47.57,50.00,94.19
13093,2.84,47.16,50.00,94.19
13105,2.84,47.16,50.00,94.19
13117,2.43,47.57,50.00,94.19
13129,2.43,47.57,50.00,95.14
13141,2.84,47.16,50.00,95.14
13153,2.43,47.57,50.00,95.14
13165,2.43,47.57,50.00,95.14
13177,2.43,47.57,50.00,95.14
13189,2.86,47.14,50.00,95.14
13201,2.43,47.57,50.00,95.14
13213,2.84,47.16,50.00,95.14
13225,2.86,47.14,50.00,95.14
13237,2.84,47.16,50.00,94.32
13249,2.91,47.09,50.00,94.32
13261,2.91,47.09,50.00,94.32
13273,2.91,47.09,50.00,94.32
13285,3.38,46.62,50.00,94.32
13297,3.38,46.62,50.00,94.32
13309,2.97,47.03,50.00,94.32
13321,3.03,46.97,50.00,94.32
13333,2.62,47.38,50.00,94.32
13345,3.43,46.57,50.00,93.13
13357,3.43,46.57,50.00,93.13
13369,3.03,46.97,50.00,93.13
13381,3.03,46.97,50.00,93.13
13393,3.43,46.57,50.00,93.13
13405,3.03,46.97,50.00,93.13
13417,3.03,46.97,50.00,93.13
13429,3.03,46.97,50.00,93.13
13441,3.03,46.97,50.00,93.13
13453,2.60,47.40,50.00,94.80
13465,3.03,46.97,50.00,94.80
13477,3.03,46.97,50.00,94.80
13489,2.96,47.04,50.00,94.80
13501,3.43,46.57,50.00,94.80
13513,3.43,46.57,50.00,94.80
13525,2.97,47.03,50.00,94.80
13537,2.97,47.03,50.00,94.80
13549,2.97,47.03,50.00,94.80
13561,2.55,47.45,50.00,94.90
13573,2.97,47.03,50.00,94.90
13585,3.43,46.57,50.00,94.90
13597,2.97,47.03,50.00,94.90
13609,2.97,47.03,50.00,94.90
13621,2.97,47.03,50.00,94.90
13633,2.97,47.03,50.00,94.90
13645,2.97,47.03,50.00,94.90
13657,2.97,47.03,50.00,94.90
13669,2.97,47.03,50.00,94.05
13681,2.97,47.03,50.00,94.05
13693,2.91,47.09,50.00,94.05
13705,2.91,47.09,50.00,94.05
13717,2.91,47.09,50.00,94.05
13729,2.50,47.50,50.00,94.05
13741,2.91,47.09,50.00,94.05
13753,2.91,47.09,50.00,94.05
13765,3.38,46.62,50.00,94.05
13777,2.96,47.04,50.00,94.09
13789,2.55,47.45,50.00,94.09
13801,2.96,47.04,50.00,94.09
13813,2.96,47.04,50.00,94.09
13825,2.91,47.09,50.00,94.09
13837,2.91,47.09,50.00,94.09
13849,3.38,46.62,50.00,94.09
13861,2.96,47.04,50.00,94.09
13873,2.96,47.04,50.00,94.09
13885,2.96,47.04,50.00,94.09
13897,3.38,46.62,50.00,94.09
13909,3.40,46.60,50.00,94.09
13921,2.97,47.03,50.00,94.09
13933,3.38,46.62,50.00,94.09
13945,2.97,47.03,50.00,94.09
13957,2.97,47.03,50.00,94.09
13969,2.97,47.03,50.00,94.09
13981,2.91,47.09,50.00,94.09
13993,2.91,47.09,50.00,94.19
14005,2.50,47.50,50.00,94.19
14017,2.50,47.50,50.00,94.19
14029,2.91,47.09,50.00,94.19
14041,2.91,47.09,50.00,94.19
14053,2.91,47.09,50.00,94.19
14065,3.33,46.67,50.00,94.19
14077,2.86,47.14,50.00,94.19
14089,2.43,47.57,50.00,94.19
14101,2.86,47.14,50.00,94.29
14113,2.86,47.14,50.00,94.29
14125,2.43,47.57,50.00,94.29
14137,2.43,47.57,50.00,94.29
14149,2.84,47.16,50.00,94.29
14161,2.43,47.57,50.00,94.29
14173,2.84,47.16,50.00,94.29
14185,2.84,47.16,50.00,94.29
14197,2.84,47.16,50.00,94.29
14209,2.43,47.57,50.00,95.14
14221,2.84,47.16,50.00,95.14
14233,2.84,47.16,50.00,95.14
14245,2.43,47.57,50.00,95.14
14257,2.84,47.16,50.00,95.14
14269,2.43,47.57,50.00,95.14
14281,2.84,47.16,50.00,95.14
14293,3.31,46.69,50.00,95.14
14305,2.91,47.09,50.00,95.14
14317,2.50,47.50,50.00,95.00
14329,2.91,47.09,50.00,95.00
14341,2.91,47.09,50.00,95.00
14353,2.91,47.09,50.00,95.00
14365,2.96,47.04,50.00,95.00
14377,2.55,47.45,50.00,95.00
14389,3.03,46.97,50.00,95.00
14401,3.03,46.97,50.00,95.00
14413,3.03,46.97,50.00,95.00
14425,2.67,47.33,50.00,94.66
14437,3.08,46.92,50.00,94.66
14449,3.14,46.86,50.00,94.66
14461,2.72,47.28,50.00,94.66
14473,2.74,47.26,50.00,94.66
14485,3.62,46.38,50.00,94.66
14497,2.79,47.21,50.00,94.66
14509,3.20,46.80,50.00,94.66
14521,2.79,47.21,50.00,94.66
14533,3.26,46.74,50.00,93.47
14545,3.26,46.74,50.00,93.47
14557,3.26,46.74,50.00,93.47
14569,2.84,47.16,50.00,93.47
14581,2.84,47.16,50.00,93.47
14593,2.84,47.16,50.00,93.47
14605,3.26,46.74,50.00,93.47
14617,3.26,46.74,50.00,93.47
14629,2.84,47.16,50.00,93.47
14641,2.84,47.16,50.00,94.32
14653,3.69,46.31,50.00,94.32
14665,3.26,46.74,50.00,94.32
14677,3.20,46.80,50.00,94.32
14689,3.21,46.79,50.00,94.32
14701,3.20,46.80,50.00,94.32
14713,3.21,46.79,50.00,94.32
14725,3.14,46.86,50.00,94.32
14737,2.74,47.26,50.00,94.32
14749,2.74,47.26,50.00,94.53
14761,2.74,47.26,50.00,94.53
14773,3.14,46.86,50.00,94.53
14785,3.09,46.91,50.00,94.53
14797,3.08,46.92,50.00,94.53
14809,3.50,46.50,50.00,94.53
14821,3.09,46.91,50.00,94.53
14833,3.09,46.91,50.00,94.53
14845,3.03,46.97,50.00,94.53
14857,3.03,46.97,50.00,93.95
14869,2.62,47.38,50.00,93.95
14881,3.03,46.97,50.00,93.95
14893,3.03,46.97,50.00,93.95
14905,3.03,46.97,50.00,93.95
14917,2.97,47.03,50.00,93.95
14929,2.97,47.03,50.00,93.95
14941,2.91,47.09,50.00,93.95
14953,2.91,47.09,50.00,93.95
14965,2.91,47.09,50.00,94.19
14977,2.91,47.09,50.00,94.19
14989,2.48,47.52,50.00,94.19
15001,2.91,47.09,50.00,94.19
15013,2.91,47.09,50.00,94.19
15025,2.84,47.16,50.00,94.19
15037,2.84,47.16,50.00,94.19
15049,2.84,47.16,50.00,94.19
15061,3.26,46.74,50.00,94.19
15073,2.38,47.62,50.00,95.24
15085,3.25,46.75,50.00,95.24
15097,2.36,47.64,50.00,95.24
15109,2.38,47.62,50.00,95.24
15121,2.38,47.62,50.00,95.24
15133,2.79,47.21,50.00,95.24
15145,2.79,47.21,50.00,95.24
15157,2.72,47.28,50.00,95.24
15169,2.79,47.21,50.00,95.24
15181,2.79,47.21,50.00,94.43
15193,2.79,47.21,50.00,94.43
15205,2.38,47.62,50.00,94.43
15217,2.79,47.21,50.00,94.43
15229,2.38,47.62,50.00,94.43
15241,2.79,47.21,50.00,94.43
15253,2.84,47.16,50.00,94.43
15265,2.43,47.57,50.00,94.43
15277,2.84,47.16,50.00,94.43
15289,2.91,47.09,50.00,94.19
15301,3.31,46.69,50.00,94.19
15313,2.91,47.09,50.00,94.19
15325,2.91,47.09,50.00,94.19
15337,2.48,47.52,50.00,94.19
15349,2.91,47.09,50.00,94.19
15361,3.38,46.62,50.00,94.19
15373,3.37,46.63,50.00,94.19
15385,2.91,47.09,50.00,94.19
15397,2.91,47.09,50.00,94.19
15409,2.50,47.50,50.00,94.19
15421,2.91,47.09,50.00,94.19
15433,2.91,47.09,50.00,94.19
15445,2.91,47.09,50.00,94.19
15457,2.86,47.14,50.00,94.19
15469,2.91,47.09,50.00,94.19
15481,2.91,47.09,50.00,94.19
15493,2.84,47.16,50.00,94.19
15505,2.84,47.16,50.00,94.32
15517,2.43,47.57,50.00,94.32
15529,2.84,47.16,50.00,94.32
15541,2.84,47.16,50.00,94.32
15553,2.84,47.16,50.00,94.32
15565,2.43,47.57,50.00,94.32
15577,3.21,46.79,50.00,94.32
15589,2.86,47.14,50.00,94.32
15601,2.86,47.14,50.00,94.32
15613,2.38,47.62,50.00,95.24
15625,2.79,47.21,50.00,95.24
15637,2.38,47.62,50.00,95.24
15649,2.38,47.62,50.00,95.24
15661,2.38,47.62,50.00,95.24
15673,2.38,47.62,50.00,95.24
15685,2.79,47.21,50.00,95.24
15697,2.79,47.21,50.00,95.24
15709,2.79,47.21,50.00,95.24
15721,2.38,47.62,50.00,95.24
15733,2.36,47.64,50.00,95.24
15745,2.36,47.64,50.00,95.24
15757,2.38,47.62,50.00,95.24
15769,2.79,47.21,50.00,95.24
15781,2.79,47.21,50.00,95.24
15793,2.79,47.21,50.00,95.24
15805,2.84,47.16,50.00,95.24
15817,2.43,47.57,50.00,95.24
15829,2.43,47.57,50.00,95.14
15841,2.43,47.57,50.00,95.14
15853,2.91,47.09,50.00,95.14
15865,2.91,47.09,50.00,95.14
15877,2.91,47.09,50.00,95.14
15889,2.96,47.04,50.00,95.14
15901,3.03,46.97,50.00,95.14
15913,3.03,46.97,50.00,95.14
15925,3.03,46.97,50.00,95.14
15937,3.09,46.91,50.00,93.81
15949,2.67,47.33,50.00,93.81
15961,3.14,46.86,50.00,93.81
15973,2.74,47.26,50.00,93.81
15985,2.79,47.21,50.00,93.81
15997,2.79,47.21,50.00,93.81
16009,3.26,46.74,50.00,93.81
16021,3.26,46.74,50.00,93.81
16033,3.67,46.33,50.00,93.81
16045,3.26,46.74,50.00,93.47
16057,3.26,46.74,50.00,93.47
16069,2.86,47.14,50.00,93.47
16081,3.26,46.74,50.00,93.47
16093,3.26,46.74,50.00,93.47
16105,3.26,46.74,50.00,93.47
16117,3.26,46.74,50.00,93.47
16129,2.86,47.14,50.00,93.47
16141,2.84,47.16,50.00,93.47
16153,2.84,47.16,50.00,94.32
16165,2.84,47.16,50.00,94.32
16177,2.84,47.16,50.00,94.32
16189,3.26,46.74,50.00,94.32
16201,3.26,46.74,50.00,94.32
16213,3.26,46.74,50.00,94.32
16225,3.26,46.74,50.00,94.32
16237,3.67,46.33,50.00,94.32
16249,3.67,46.33,50.00,94.32
16261,2.79,47.21,50.00,94.43
16273,2.79,47.21,50.00,94.43
16285,2.79,47.21,50.00,94.43
16297,2.79,47.21,50.00,94.43
16309,2.79,47.21,50.00,94.43
16321,3.21,46.79,50.00,94.43
16333,3.20,46.80,50.00,94.43
16345,3.20,46.80,50.00,94.43
16357,3.20,46.80,50.00,94.43
16369,3.21,46.79,50.00,93.58
16381,3.14,46.86,50.00,93.58
16393,2.74,47.26,50.00,93.58
16405,2.74,47.26,50.00,93.58
16417,2.74,47.26,50.00,93.58
16429,2.74,47.26,50.00,93.58
16441,2.74,47.26,50.00,93.58
16453,2.74,47.26,50.00,93.58
16465,2.74,47.26,50.00,93.58
16477,3.14,46.86,50.00,93.71
16489,3.14,46.86,50.00,93.71
16501,3.08,46.92,50.00,93.71
16513,3.55,46.45,50.00,93.71
16525,3.13,46.87,50.00,93.71
16537,3.08,46.92,50.00,93.71
16549,2.67,47.33,50.00,93.71
16561,3.08,46.92,50.00,93.71
16573,2.67,47.33,50.00,93.71
16585,3.08,46.92,50.00,93.85
16597,3.09,46.91,50.00,93.85
16609,3.08,46.92,50.00,93.85
16621,3.03,46.97,50.00,93.85
16633,3.08,46.92,50.00,93.85
16645,2.67,47.33,50.00,93.85
16657,3.50,46.50,50.00,93.85
16669,2.67,47.33,50.00,93.85
16681,2.67,47.33,50.00,93.85
16693,3.09,46.91,50.00,93.81
16705,3.03,46.97,50.00,93.81
16717,3.03,46.97,50.00,93.81
16729,3.03,46.97,50.00,93.81
16741,3.03,46.97,50.00,93.81
16753,2.62,47.38,50.00,93.81
16765,2.62,47.38,50.00,93.81
16777,3.03,46.97,50.00,93.81
16789,3.43,46.57,50.00,93.81
16801,2.96,47.04,50.00,94.09
16813,2.96,47.04,50.00,94.09
16825,2.96,47.04,50.00,94.09
16837,3.38,46.62,50.00,94.09
16849,2.91,47.09,50.00,94.09
16861,2.91,47.09,50.00,94.09
16873,2.86,47.14,50.00,94.09
16885,2.86,47.14,50.00,94.09
16897,2.86,47.14,50.00,94.09
16909,2.86,47.14,50.00,94.29
16921,2.38,47.62,50.00,94.29
16933,2.38,47.62,50.00,94.29
16945,2.79,47.21,50.00,94.29
16957,2.38,47.62,50.00,94.29
16969,2.38,47.62,50.00,94.29
16981,2.79,47.21,50.00,94.29
16993,2.38,47.62,50.00,94.29
17005,2.38,47.62,50.00,94.29
17017,2.36,47.64,50.00,95.28
17029,2.36,47.64,50.00,95.28
17041,2.91,47.09,50.00,95.28
17053,2.79,47.21,50.00,95.28
17065,2.79,47.21,50.00,95.28
17077,2.84,47.16,50.00,95.28
17089,2.36,47.64,50.00,95.28
17101,2.79,47.21,50.00,95.28
17113,2.84,47.16,50.00,95.28
17125,2.36,47.64,50.00,95.28
17137,2.84,47.16,50.00,95.28
17149,2.84,47.16,50.00,95.28
17161,2.43,47.57,50.00,95.28
17173,2.84,47.16,50.00,95.28
17185,2.91,47.09,50.00,95.28
17197,2.50,47.50,50.00,95.28
17209,2.91,47.09,50.00,95.28
17221,2.91,47.09,50.00,95.28
17233,2.97,47.03,50.00,94.05
17245,2.97,47.03,50.00,94.05
17257,2.97,47.03,50.00,94.05
17269,2.97,47.03,50.00,94.05
17281,3.03,46.97,50.00,94.05
17293,2.67,47.33,50.00,94.05
17305,2.67,47.33,50.00,94.05
17317,3.55,46.45,50.00,94.05
17329,2.72,47.28,50.00,94.05
17341,2.72,47.28,50.00,94.56
17353,2.74,47.26,50.00,94.56
17365,3.20,46.80,50.00,94.56
17377,3.14,46.86,50.00,94.56
17389,2.74,47.26,50.00,94.56
17401,2.74,47.26,50.00,94.56
17413,2.74,47.26,50.00,94.56
17425,2.74,47.26,50.00,94.56
17437,3.14,46.86,50.00,94.56
17449,2.74,47.26,50.00,94.53
17461,2.74,47.26,50.00,94.53
17473,3.14,46.86,50.00,94.53
17485,3.14,46.86,50.00,94.53
17497,3.08,46.92,50.00,94.53
17509,2.67,47.33,50.00,94.53
17521,3.08,46.92,50.00,94.53
17533,3.03,46.97,50.00,94.53
17545,2.62,47.38,50.00,94.53
17557,3.45,46.55,50.00,93.10
17569,3.03,46.97,50.00,93.10
17581,2.96,47.04,50.00,93.10
17593,3.38,46.62,50.00,93.10
17605,2.91,47.09,50.00,93.10
17617,2.91,47.09,50.00,93.10
17629,2.84,47.16,50.00,93.10
17641,2.43,47.57,50.00,93.10
17653,2.86,47.14,50.00,93.10
17665,2.43,47.57,50.00,95.14
17677,2.38,47.62,50.00,95.14
17689,2.79,47.21,50.00,95.14
17701,2.74,47.26,50.00,95.14
17713,2.31,47.69,50.00,95.14
17725,2.31,47.69,50.00,95.14
17737,2.74,47.26,50.00,95.14
17749,2.31,47.69,50.00,95.14
17761,2.31,47.69,50.00,95.14
17773,2.31,47.69,50.00,95.38
17785,2.31,47.69,50.00,95.38
17797,2.31,47.69,50.00,95.38
17809,2.79,47.21,50.00,95.38
17821,2.38,47.62,50.00,95.38
17833,2.38,47.62,50.00,95.38
17845,2.86,47.14,50.00,95.38
17857,2.43,47.57,50.00,95.38
17869,2.91,47.09,50.00,95.38
17881,2.91,47.09,50.00,94.19
17893,3.38,46.62,50.00,94.19
17905,2.97,47.03,50.00,94.19
17917,3.43,46.57,50.00,94.19
17929,2.62,47.38,50.00,94.19
17941,2.62,47.38,50.00,94.19
17953,3.43,46.57,50.00,94.19
17965,3.09,46.91,50.00,94.19
17977,2.67,47.33,50.00,94.19
17989,3.09,46.91,50.00,93.81
18001,2.67,47.33,50.00,93.81
18013,3.03,46.97,50.00,93.81
18025,3.43,46.57,50.00,93.81
18037,3.03,46.97,50.00,93.81
18049,3.03,46.97,50.00,93.81
18061,3.03,46.97,50.00,93.81
18073,3.03,46.97,50.00,93.81
18085,3.03,46.97,50.00,93.81
18097,3.03,46.97,50.00,93.95
18109,3.03,46.97,50.00,93.95
18121,3.03,46.97,50.00,93.95
18133,3.03,46.97,50.00,93.95
18145,3.03,46.97,50.00,93.95
18157,3.03,46.97,50.00,93.95
18169,2.97,47.03,50.00,93.95
18181,3.03,46.97,50.00,93.95
18193,3.45,46.55,50.00,93.95
18205,3.43,46.57,50.00,93.13
18217,3.03,46.97,50.00,93.13
18229,3.03,46.97,50.00,93.13
18241,2.96,47.04,50.00,93.13
18253,2.96,47.04,50.00,93.13
18265,2.96,47.04,50.00,93.13
18277,3.43,46.57,50.00,93.13
18289,3.43,46.57,50.00,93.13
18301,2.96,47.04,50.00,93.13
18313,3.43,46.57,50.00,93.13
18325,3.03,46.97,50.00,93.13
18337,3.43,46.57,50.00,93.13
18349,2.96,47.04,50.00,93.13
18361,3.43,46.57,50.00,93.13
18373,2.96,47.04,50.00,93.13
18385,2.97,47.03,50.00,93.13
18397,2.96,47.04,50.00,93.13
18409,2.96,47.04,50.00,93.13
18421,2.96,47.04,50.00,94.09
18433,2.55,47.45,50.00,94.09
18445,2.96,47.04,50.00,94.09
18457,2.96,47.04,50.00,94.09
18469,2.96,47.04,50.00,94.09
18481,2.96,47.04,50.00,94.09
18493,2.96,47.04,50.00,94.09
18505,3.43,46.57,50.00,94.09
18517,3.03,46.97,50.00,94.09
18529,3.03,46.97,50.00,93.95
18541,3.03,46.97,50.00,93.95
18553,3.03,46.97,50.00,93.95
18565,3.03,46.97,50.00,93.95
18577,3.03,46.97,50.00,93.95
18589,3.03,46.97,50.00,93.95
18601,3.03,46.97,50.00,93.95
18613,3.43,46.57,50.00,93.95
