Tiempo, Distancia, Error, setPoint, Control
36469,28.69,1.31,30.00,123.90
36481,30.00,-0.00,30.00,123.90
36493,30.89,-0.89,30.00,123.90
36505,29.65,0.35,30.00,123.90
36517,28.88,1.12,30.00,123.90
36529,29.36,0.64,30.00,123.90
36541,29.36,0.64,30.00,123.90
36553,29.36,0.64,30.00,123.90
36565,30.24,-0.24,30.00,121.98
36577,29.83,0.17,30.00,121.98
36589,29.41,0.59,30.00,121.98
36601,29.83,0.17,30.00,121.98
36613,30.31,-0.31,30.00,121.98
36625,29.48,0.52,30.00,121.98
36637,30.36,-0.36,30.00,121.98
36649,30.36,-0.36,30.00,121.98
36661,30.36,-0.36,30.00,121.98
36673,30.79,-0.79,30.00,121.96
36685,31.19,-1.19,30.00,121.96
36697,31.60,-1.60,30.00,121.96
36709,31.60,-1.60,30.00,121.96
36721,29.05,0.95,30.00,121.96
36733,30.31,-0.31,30.00,121.96
36745,31.19,-1.19,30.00,121.96
36757,29.88,0.12,30.00,121.96
36769,31.60,-1.60,30.00,121.96
36781,30.72,-0.72,30.00,122.56
36793,30.31,-0.31,30.00,122.56
36805,29.41,0.59,30.00,122.56
36817,29.41,0.59,30.00,122.56
36829,29.37,0.62,30.00,122.56
36841,29.36,0.64,30.00,122.56
36853,29.36,0.64,30.00,122.56
36865,29.36,0.64,30.00,122.56
36877,30.21,-0.21,30.00,122.56
36889,29.32,0.68,30.00,124.59
36901,30.16,-0.16,30.00,124.59
36913,29.66,0.34,30.00,124.59
36925,29.66,0.34,30.00,124.59
36937,29.61,0.39,30.00,124.59
36949,29.61,0.39,30.00,124.59
36961,29.14,0.86,30.00,124.59
36973,30.45,-0.45,30.00,124.59
36985,29.97,0.03,30.00,124.59
36997,29.97,0.03,30.00,122.10
37009,29.49,0.51,30.00,122.10
37021,30.36,-0.36,30.00,122.10
37033,29.94,0.06,30.00,122.10
37045,29.95,0.05,30.00,122.10
37057,29.90,0.10,30.00,122.10
37069,30.33,-0.33,30.00,122.10
37081,32.52,-2.52,30.00,122.10
37093,29.97,0.03,30.00,122.10
37105,30.02,-0.02,30.00,122.75
37117,29.54,0.46,30.00,122.75
37129,29.97,0.03,30.00,122.75
37141,31.26,-1.26,30.00,122.75
37153,29.97,0.03,30.00,122.75
37165,31.69,-1.69,30.00,122.75
37177,31.69,-1.69,30.00,122.75
37189,31.24,-1.24,30.00,122.75
37201,30.43,-0.43,30.00,122.75
37213,30.41,-0.41,30.00,122.18
37225,29.54,0.46,30.00,122.18
37237,28.71,1.29,30.00,122.18
37249,29.56,0.44,30.00,122.18
37261,29.49,0.51,30.00,122.18
37273,30.33,-0.33,30.00,122.18
37285,30.33,-0.33,30.00,122.18
37297,29.49,0.51,30.00,122.18
37309,29.44,0.56,30.00,122.18
37321,31.16,-1.16,30.00,121.38
37333,29.37,0.62,30.00,121.38
37345,28.97,1.03,30.00,121.38
37357,28.97,1.03,30.00,121.38
37369,29.32,0.68,30.00,121.38
37381,29.32,0.68,30.00,121.38
37393,28.85,1.15,30.00,121.38
37405,28.78,1.22,30.00,121.38
37417,29.20,0.80,30.00,121.38
37429,31.74,-1.74,30.00,121.13
37441,31.21,-1.21,30.00,121.13
37453,29.44,0.56,30.00,121.13
37465,28.54,1.46,30.00,121.13
37477,29.80,0.20,30.00,121.13
37489,29.73,0.27,30.00,121.13
37501,28.85,1.15,30.00,121.13
37513,29.19,0.81,30.00,121.13
37525,28.29,1.71,30.00,121.13
37537,28.22,1.78,30.00,127.11
37549,29.88,0.12,30.00,127.11
37561,28.95,1.05,30.00,127.11
37573,28.88,1.12,30.00,127.11
37585,28.83,1.17,30.00,127.11
37597,29.24,0.76,30.00,127.11
37609,27.95,2.05,30.00,127.11
37621,27.95,2.05,30.00,127.11
37633,29.19,0.81,30.00,127.11
37645,29.60,0.40,30.00,121.24
37657,30.90,-0.90,30.00,121.24
37669,30.12,-0.12,30.00,121.24
37681,28.00,2.00,30.00,121.24
37693,29.36,0.64,30.00,121.24
37705,28.17,1.83,30.00,121.24
37717,28.24,1.76,30.00,121.24
37729,28.71,1.29,30.00,121.24
37741,28.76,1.24,30.00,121.24
37753,28.41,1.59,30.00,124.73
37765,28.46,1.54,30.00,124.73
37777,29.00,1.00,30.00,124.73
37789,32.08,-2.08,30.00,124.73
37801,29.95,0.05,30.00,124.73
37813,30.89,-0.89,30.00,124.73
37825,28.81,1.19,30.00,124.73
37837,29.29,0.71,30.00,124.73
37849,28.88,1.12,30.00,124.73
37861,29.36,0.64,30.00,122.11
37873,29.43,0.57,30.00,122.11
37885,28.47,1.53,30.00,122.11
37897,28.64,1.36,30.00,122.11
37909,30.43,-0.43,30.00,122.11
37921,30.41,-0.41,30.00,122.11
37933,29.19,0.81,30.00,122.11
37945,30.07,-0.07,30.00,122.11
37957,30.07,-0.07,30.00,122.11
37969,30.06,-0.06,30.00,122.17
37981,31.38,-1.38,30.00,122.17
37993,30.96,-0.96,30.00,122.17
38005,29.24,0.76,30.00,122.17
38017,29.24,0.76,30.00,122.17
38029,29.24,0.76,30.00,122.17
38041,29.31,0.69,30.00,122.17
38053,30.12,-0.12,30.00,122.17
38065,29.24,0.76,30.00,122.17
38077,29.24,0.76,30.00,124.23
38089,29.19,0.81,30.00,124.23
38101,29.60,0.40,30.00,124.23
38113,29.12,0.88,30.00,124.23
38125,30.84,-0.84,30.00,124.23
38137,28.71,1.29,30.00,124.23
38149,29.54,0.46,30.00,124.23
38161,29.07,0.93,30.00,124.23
38173,29.48,0.52,30.00,124.23
